domain,date_registered,date_last_renewed,date_expires,registrar,registrar_url,organization_name
shopback.co.id,2015-07-30,2024-07-20,2025-07-30,PT Digital Registra Indonesia,,ShopBack
sipregistration.net,2011-02-15,2024-02-16,2026-02-15,"GoDaddy.com, LLC",https://godaddy.com,
smart-business-foresight.com,2022-05-30,2024-04-25,2025-05-30,"Amazon Registrar, Inc.",https://support.aws.com,
snip.ly,2014-03-04,2023-03-03,2026-03-04,Libyan Spider Network (int),https://register.ly,Sniply
wsdata.com.br,2020-06-17,2024-07-01,2025-06-17,,,
sofitelromevillaborghese.it,2022-12-21,2025-01-06,2025-12-21,"CSC Corporate Domains, Inc.",,
spacessl.com,2024-08-11,2024-11-29,2025-08-11,DropCatch.com 392 LLC,https://namebright.com,
speakev.com,2013-08-12,2024-08-13,2025-08-12,GoDaddy Online Services Cayman Islands Ltd.,https://uniregistry.com,
storefrontloans.com,2015-01-09,2025-01-09,2026-01-09,"GoDaddy.com, LLC",https://godaddy.com,
stridehealth.com,2008-06-30,2023-01-11,2025-06-30,"Amazon Registrar, Inc.",https://support.aws.com,Stride Health
stripedbat.com,2023-10-19,2025-02-06,2025-10-19,NAMECHEAP INC,https://namecheap.com,
suitdirect.co.uk,1998-02-06,2025-02-06,2027-02-06,Team Blue Internet Services UK Limited [Tag = NAMESCO],,Suit Direct
supershift.app,2018-05-08,2024-06-22,2025-05-08,"Go Australia Domains, LLC",https://godaddy.com,Supershift Â· iOS Â· Android
suredeposit.com,1999-06-25,2024-06-21,2025-06-25,"CSC Corporate Domains, Inc.",https://cscglobal.com,
synivate.com,2011-07-13,2024-06-22,2025-07-13,"Cloudflare, Inc.",https://cloudflare.com,An Award
systemhardening.top,,,,,,
szallas.hu,,,,,,Szallas.hu
t-mobilemoney.com,2014-01-22,2025-01-18,2026-01-22,"CSC Corporate Domains, Inc.",https://cscglobal.com,Mobile MONEY
taxcalc.com,1998-04-08,2025-03-06,2025-04-07,Gandi SAS,https://support.gandi.net,TaxCalc
teachbanzai.com,2008-08-16,2024-02-09,2026-01-06,Porkbun LLC,https://porkbun.com,Banzai
teamdrive.net,2005-02-07,2025-02-08,2026-02-07,InterNetX GmbH,https://internetx.com,
thebrainhealthproject.org,2018-07-27,2024-06-28,2025-07-27,"Amazon Registrar, Inc.",https://support.aws.com,The BrainHealth Project
thegrint.com,2011-04-30,2024-04-16,2025-04-30,FastDomain Inc.,https://web.com,TheGrint
therelayservice.com,2019-05-16,2025-02-20,2027-05-16,"MarkMonitor, Inc.",https://markmonitor.com,
times-standard.com,1997-03-24,2024-03-21,2025-03-25,"CSC Corporate Domains, Inc.",https://cscglobal.com,Times-Standard
tjek.com,2002-05-09,2024-05-04,2025-05-09,"Amazon Registrar, Inc.",https://support.aws.com,Tjek
todointeractive.co.uk,,,,,,
top-password.com,2008-05-01,2023-11-16,2026-05-01,"GoDaddy.com, LLC",https://godaddy.com,Password Recovery Software
topixcdn.com,2015-06-02,2021-05-12,2025-06-02,"Network Solutions, LLC",https://web.com,
topnews.co.th,,,,THNIC,https://thnic.co.th,TOP NEWS
toxbox.com,2006-05-22,2024-04-04,2025-05-22,BigRock Solutions Ltd.,https://bigrock.com,
truefiling.com,2011-06-10,2024-02-19,2025-06-10,"Cloudflare, Inc.",https://cloudflare.com,TrueFiling
uamulet.com,2002-04-04,2024-09-02,2027-04-04,"TUCOWS, INC.",https://tucows.com,
uni-rostock.de,,2021-03-22,,,,Startseite
unithese-resteven.icu,2019-12-31,2025-02-05,2025-12-31,Key-Systems GmbH,https://key-systems.net,Google
unscramblex.com,2018-01-27,2022-10-28,2030-01-27,NAMECHEAP INC,https://namecheap.com,Word Unscrambler
usecanopy.com,2019-11-17,2025-02-04,2025-11-17,"GoDaddy.com, LLC",https://godaddy.com,Canopy Connect
vecozo.nl,2001-04-19,2024-08-06,,NextName B.V.,,VECOZO
vectorbuilder.com,2009-06-09,2023-05-31,2028-06-09,"GoDaddy.com, LLC",https://godaddy.com,VectorBuilder
verisigndns.com,2001-03-08,2025-03-04,2026-03-08,"CSC Corporate Domains, Inc.",https://cscglobal.com,Verisign
veritread.com,2012-06-07,2024-05-23,2025-06-07,"GoDaddy.com, LLC",https://godaddy.com,VeriTread
vhost.vn,,,,,,vHost
vmeas.cloud,2022-04-25,2024-03-31,2025-04-25,NAMECHEAP INC,https://namecheap.com,
vmix.com,2000-02-12,2022-02-17,2030-02-12,"TUCOWS, INC.",https://tucows.com,vMix
volksfreund.de,,2022-10-24,,,,"Nachrichten für Trier, Eifel, Mosel & Luxemburg"
walmart.gg,,,,Corporation Service Company (http://www.cscglobal.com),,
walmart.is,2012-12-26,,2025-10-03,,,
watcha.com,2004-04-01,2025-02-26,2026-04-01,Gandi SAS,https://support.gandi.net,
wcom.net,1997-12-17,2024-12-12,2025-12-16,"CSC Corporate Domains, Inc.",https://cscglobal.com,
wd-customs.com,2013-04-19,2023-03-02,2026-04-19,Xin Net Technology Corporation,https://xinnet.com,
weather365d.com,2022-09-02,2024-08-27,2026-09-02,"GoDaddy.com, LLC",https://godaddy.com,
wepublish.com,1999-03-26,2024-04-30,2025-03-26,Key-Systems GmbH,https://key-systems.net,WePublish
wermac.org,2008-09-08,2024-10-23,2025-09-08,Hosting Concepts B.V. d/b/a Registrar.eu,https://registrar.eu,Explore the World of Piping
wheniscalendars.com,2015-01-20,2025-02-01,2026-01-20,NAMECHEAP INC,https://namecheap.com,Hire FreeLANCER on here
wonolo.com,2013-06-06,2024-06-07,2025-06-06,"GoDaddy.com, LLC",https://godaddy.com,"Hire, Short"
wotif.co.nz,,,,,,
xanterracdn.com,2019-05-21,2024-04-30,2025-05-21,"GoDaddy.com, LLC",https://godaddy.com,
xpoint.tech,2019-04-23,2024-03-09,2025-04-23,Instra Corporation Pty Ltd.,https://instra.com,Xpoint Tech
xpressdox.com,2008-05-21,2024-05-22,2026-05-21,"GoDaddy.com, LLC",https://godaddy.com,XpressDox
xsfaya.com,2018-10-22,2024-04-16,2030-10-22,"eName Technology Co.,Ltd.",https://ename.com,
yggtorrent.wtf,2021-12-06,2024-11-21,2025-12-06,"TUCOWS, INC.",https://tucows.com,
yotel.com,2002-03-24,2022-09-13,2027-03-24,"GoDaddy.com, LLC",https://godaddy.com,YOTEL
youla.ru,2004-09-19,,2025-09-19,RU-CENTER-RU,,
znlc.jp,2013-11-22,,2025-11-30,,,
zodiacsign.com,2002-03-15,2023-01-11,2031-03-15,"Amazon Registrar, Inc.",https://support.aws.com,
access-board.gov,1997-10-02,2024-01-08,2025-08-30,get.gov,https://access-board.gov,
advisorstream.com,2011-03-31,2024-08-02,2026-03-31,"MarkMonitor, Inc.",https://markmonitor.com,AdvisorStream
advtrkfive.com,2022-10-02,2024-11-04,2025-10-02,NAMECHEAP INC,https://namecheap.com,
ibabs.net,2020-12-28,2025-01-21,2025-12-28,Key-Systems GmbH,https://key-systems.net,
afflat3a1.com,2020-03-13,2025-01-27,2026-03-13,"DNC Holdings, Inc",https://directnic.com,
aiowireless.com,2007-05-27,2024-05-23,2025-05-27,"CSC Corporate Domains, Inc.",https://cscglobal.com,Cricket Wireless
airbnb.pt,,,,,,Airbnb
alabamaimage.online,2023-02-21,2025-03-09,2026-02-21,NAMECHEAP INC,,
aliyunddos0007.com,2019-07-31,2024-07-24,2025-07-31,"Alibaba Cloud Computing (Beijing) Co., Ltd.",https://service.aliyun.com,
allianz.cz,1996-11-10,2025-03-10,2025-10-20,REG-IPMIRROR,,AzCZ
altafiber.net,2021-04-14,2025-02-13,2026-04-14,"Network Solutions, LLC",https://web.com,Welcome to altafiber
amwinsauto.com,2011-09-15,2024-08-31,2025-09-15,Squarespace Domains II LLC,https://squarespace.com,Car Insurance
analyticsinsight.net,2016-05-04,2023-11-12,2026-05-04,"GoDaddy.com, LLC",https://godaddy.com,Analytics Insight
anbbank.com,2003-03-05,2025-01-29,2026-03-05,"GoDaddy.com, LLC",https://godaddy.com,ANB Bank
listbliss.com,2012-01-31,2024-04-01,2025-03-31,"GoDaddy.com, LLC",https://godaddy.com,List Ease
parkinfinity.com,2012-11-06,2024-04-26,2027-11-06,Squarespace Domains II LLC,https://squarespace.com,
apornvideo.com,2019-10-31,2024-10-11,2025-10-31,Porkbun LLC,https://porkbun.com,
gramblr.ca,2021-02-19,2025-02-05,2027-02-19,Go Get Canada Domain Registrar Ltd.,https://namecheap.com,
mytransactrx.net,2020-02-22,2025-01-18,2026-02-22,"Amazon Registrar, Inc.",https://support.aws.com,
spdigital.io,2015-12-05,2024-07-13,2025-12-05,"GoDaddy.com, LLC",,
askaprepper.com,2014-02-03,2024-02-13,2028-02-03,Launchpad.com Inc.,https://hostgator.com,Ask a Prepper
atea.dk,2008-08-26,,2025-08-31,Eurodns S.A,,Atea
atlist.com,2004-02-29,2025-03-01,2026-02-28,1API GmbH,https://1api.net,
autonation-email.com,2013-10-18,2024-10-14,2025-10-18,"CSC Corporate Domains, Inc.",https://cscglobal.com,
autovitals.com,2007-09-24,2024-09-24,2025-09-24,"GoDaddy.com, LLC",https://godaddy.com,AutoVitals
avanser.com,2003-12-09,2024-11-04,2025-12-09,"Amazon Registrar, Inc.",https://support.aws.com,Avanser
axiawh.com,2017-01-31,2025-02-07,2026-01-31,"Cloudflare, Inc.",https://cloudflare.com,Axia Women's Health
bankjateng.co.id,2008-03-05,2022-02-26,2027-03-07,PT Digital Registra Indonesia,,Bank Jateng
baselinker.com,2006-07-18,2023-06-05,2025-07-18,Key-Systems GmbH,https://key-systems.net,Base.com
bbcrewind.co.uk,2016-12-05,2024-11-30,2025-12-05,Nom-IQ Limited t/a Com Laude [Tag = NOMIQ],,Rewind
bbuconnect.com,2009-05-04,2024-08-02,2026-05-04,"MarkMonitor, Inc.",https://markmonitor.com,
bcs.ru,1997-08-19,,2025-08-31,RU-CENTER-RU,,
beahh.com,2019-01-16,2024-12-17,2026-01-16,NAMECHEAP INC,https://namecheap.com,
betsson.co,2010-06-14,2024-03-04,2028-06-13,"CSC Corporate Domains, Inc.",https://cscglobal.com,Betsson México
biggo.co.th,,,,THNIC,https://thnic.co.th,BigGo
bitworks.com.sv,,,,,,Bitworks
bloomberglp.com,2000-11-08,2024-11-04,2025-11-08,"CSC Corporate Domains, Inc.",https://cscglobal.com,
blovjob.com,2021-09-03,2024-08-20,2025-09-03,"Cloudflare, Inc.",https://cloudflare.com,BLOWJOB GIFS
bluebottlecoffee.com,2002-05-08,2025-02-19,2026-05-08,NOM-IQ Ltd dba Com Laude,https://comlaude.com,
bn.com.pe,,,,NIC.PE,,Banco de la NaciÃ³n
bom2buy.com,2015-01-12,2024-12-16,2026-01-12,"Alibaba Cloud Computing (Beijing) Co., Ltd.",https://service.aliyun.com,Bom2buy(findchips中文网)
boysmells.com,2015-09-07,2023-09-07,2025-09-07,"GoDaddy.com, LLC",https://godaddy.com,Boy Smells
branchfurniture.com,2004-09-02,2023-08-25,2028-09-02,"GoDaddy.com, LLC",https://godaddy.com,Branch
brandhub.report,2017-05-08,2024-09-27,2025-05-08,Gandi SAS,https://support.gandi.net,
breezy.ai,2019-06-12,,,"NameCheap, Inc.",https://namecheap.com,
brightoncollectibles.com,1999-11-09,2023-09-10,2028-11-09,"Network Solutions, LLC",https://web.com,Visit Us At WWW.BRIGHTON.COM
bucks.com,1995-03-01,2025-01-30,2026-03-02,"GoDaddy Corporate Domains, LLC",https://gcd.com,Milwaukee Bucks
bystadium.com,2016-07-24,2024-07-25,2026-07-24,"GoDaddy.com, LLC",https://godaddy.com,Stadium
caddyserver.com,2015-03-25,2024-03-26,2025-03-25,"GoDaddy.com, LLC",https://godaddy.com,Caddy
carcarekiosk.com,2007-11-19,2024-11-19,2026-11-19,"GoDaddy.com, LLC",https://godaddy.com,CarCareKiosk – Free How
cats.com,1991-04-15,2024-01-24,2033-04-16,"GoDaddy.com, LLC",https://godaddy.com,Cats.com
officeshoes.ws,,,,,,
scale.tech,2015-09-03,2024-11-19,2025-09-03,NAMECHEAP INC,https://namecheap.com,SCALE MEDIA
cegidempleado.com,2023-04-18,2024-01-04,2025-04-18,"CSC Corporate Domains, Inc.",https://cscglobal.com,
cerner-ucc.com,2020-12-08,2024-11-04,2025-12-08,"Amazon Registrar, Inc.",https://support.aws.com,
chasecenter.com,2004-08-23,2024-08-02,2028-08-23,"MarkMonitor, Inc.",https://markmonitor.com,Chase Center
usersstat.com,2021-03-12,2025-02-22,2026-03-12,Internet Domain Service BS Corp.,https://internet.bs,
clientify.it,2021-01-25,2025-02-10,2026-01-25,1 Api GmbH,,
cloudsoftware.es,,,,,,
commercegurus.com,2014-06-02,2023-05-03,2028-06-02,"NameCheap, Inc.",https://namecheap.com,CommerceGurus
comparecredit.com,2002-09-23,2024-09-08,2025-09-23,Squarespace Domains II LLC,https://squarespace.com,Compare Credit
computerease.cloud,2017-08-30,2024-08-27,2027-08-30,GoDaddy,https://godaddy.com,NetScaler AAA
computerwoche.de,,2018-04-16,,,,Computerwoche
cookidoo.de,,2016-03-01,,,,Rezept
corporategear.com,2003-12-26,2024-09-16,2025-12-26,"GoDaddy.com, LLC",https://godaddy.com,Corporate Gear
cortechslabs.com,2001-12-13,2025-02-11,2026-12-13,"GoDaddy.com, LLC",https://godaddy.com,
crawco.com,1996-03-15,2025-02-27,2027-03-16,"CSC Corporate Domains, Inc.",https://cscglobal.com,Crawford & Company
crocs.eu,,,,MarkMonitor International Limited,,
ctbuh.org,1999-05-28,2024-05-03,2025-05-28,"Cloudflare, Inc.",https://cloudflare.com,
ctidigital.com,2009-12-02,2024-10-28,2025-12-02,"Amazon Registrar, Inc.",https://support.aws.com,CTI Digital
cube365.net,2016-08-28,2024-08-21,2027-08-28,"GoDaddy.com, LLC",https://godaddy.com,CUBE365
cypad.net,2001-10-29,2024-09-25,2025-10-29,"Amazon Registrar, Inc.",https://support.aws.com,
d-velop.cloud,2016-02-25,2025-01-27,2026-02-25,Gandi SAS,https://gandi.net,d.velop store
dailyconsumersurvey.com,2021-06-04,2024-07-19,2026-06-04,"DNSPod, Inc.",https://dnspod.com,天天有奖调研
dailyodds.com,2005-01-02,2025-02-07,2026-01-02,Key-Systems GmbH,https://key-systems.net,DailyOdds
deako.net,2015-02-08,2025-01-04,2026-02-08,"Amazon Registrar, Inc.",https://support.aws.com,
dealeraccelerate.net,2012-03-13,2025-01-01,2027-12-31,"GoDaddy.com, LLC",https://godaddy.com,
dealvdr.com,2014-08-22,2022-09-18,2026-09-27,"GoDaddy.com, LLC",https://godaddy.com,DealVDR
deepmind.google,2023-09-07,2024-08-12,2025-09-07,MarkMonitor Inc.,https://markmonitor.com,Google DeepMind
dyndns.tv,2001-11-08,2024-10-24,2025-11-08,"MarkMonitor, Inc.",https://markmonitor.com,
dekra-safety-web.eu,,,,Verizon Deutschland GmbH,,
demotech.com,1997-06-02,2024-06-01,2025-06-01,"GoDaddy.com, LLC",https://godaddy.com,Demotech
influencerbit.com,2021-02-20,2025-02-26,2026-02-20,"GoDaddy.com, LLC",https://godaddy.com,Influencerbit
dieselnet.com,1997-03-25,2024-03-26,2025-03-26,"Wild West Domains, LLC",https://wildwestdomains.com,DieselNet
dolarhoje.com,2009-04-09,2024-03-14,2027-04-09,"NameCheap, Inc.",https://namecheap.com,Dólar Hoje
drankdozijn.nl,2011-01-13,2021-03-25,,team.blue nl B.V.,,DrankDozijn.nl
driver-fixer.com,2013-06-13,2024-06-14,2025-06-13,TLDS L.L.C. d/b/a SRSPlus,https://web.com,Driver Fixer
duetdownload.com,2023-01-26,2025-01-10,2026-01-26,"Cloudflare, Inc.",https://cloudflare.com,
easyfairsassets.com,2020-07-29,2024-06-28,2025-07-29,Gandi SAS,https://support.gandi.net,
eklablog.com,2006-06-24,2024-06-17,2025-06-24,Gandi SAS,https://support.gandi.net,Eklablog
emailhype.co.uk,2013-04-12,2024-08-20,2025-04-12,123-Reg Limited t/a 123-reg [Tag = 123-REG],,
equilibrio.mobi,2023-09-22,2024-07-19,2025-09-22,Dynadot Inc,,
esa.com,1994-05-24,2024-05-23,2025-05-23,"GoDaddy.com, LLC",https://godaddy.com,Term Hotels
esprit-friends.com,2012-06-28,2025-03-04,2026-06-28,"Network Solutions, LLC",https://web.com,
etf.com,1998-02-16,2024-02-13,2029-02-15,"GoDaddy.com, LLC",https://godaddy.com,
takeprofitalerts.com,2022-01-11,2024-12-12,2026-01-11,"NameCheap, Inc.",https://namecheap.com,
europcar-audience-engine.com,2022-03-22,2025-03-07,2026-03-22,Squarespace Domains II LLC,https://squarespace.com,
expeditions.com,1997-06-20,2021-02-05,2026-06-19,"Cloudflare, Inc.",https://cloudflare.com,Home
extendedstayhotels.com,2001-07-19,2024-07-20,2025-07-19,"GoDaddy.com, LLC",https://godaddy.com,Term Hotels
familyandpets.com,2000-08-18,2024-07-11,2026-08-18,Dynadot Inc,https://dynadot.com,Family and Pets
familyclaims.org,2023-11-03,2024-12-18,2025-11-03,"GoDaddy.com, LLC",https://godaddy.com,
fielmann.de,,2022-02-24,,,,Fielmann
fileinfo.com,1999-07-14,2024-07-10,2027-07-14,"GoDaddy.com, LLC",https://godaddy.com,FileInfo.com
findcams.live,2022-03-04,2025-02-22,2026-03-04,Squarespace Domains II LLC,https://squarespace.com,Best Free Live Sex Cams
findingtheuniverse.com,2010-07-21,2021-10-29,2029-07-21,"Cloudflare, Inc.",https://cloudflare.com,Finding the Universe
fingard.com.cn,2011-02-14,,2026-02-14,厦门易名科技股份有限公司,https://fingard.com.cn,
flightsearchdirect.com,2016-05-12,2024-05-13,2026-05-12,"GoDaddy.com, LLC",https://godaddy.com,Flight Search Direct
flohoops.com,2008-12-11,2022-12-12,2025-12-11,"GoDaddy.com, LLC",https://godaddy.com,FloHoops
flowsparks.com,2014-09-11,2024-09-12,2025-09-11,Key-Systems GmbH,https://key-systems.net,FLOWSPARKS
focuscss.com,2010-08-17,2024-08-18,2025-08-17,"GoDaddy.com, LLC",https://godaddy.com,
food4rhino.com,2010-02-05,2025-01-01,2026-02-05,"Amazon Registrar, Inc.",https://support.aws.com,Food4Rhino
g5.gov,2007-04-11,2024-01-08,2025-04-11,get.gov,https://ed.gov,Welcome to G5
ghac.cn,2003-03-17,,2026-03-17,阿里云计算有限公司（万网）,https://gzgi.com,
ghostgolf.com,2019-03-29,2022-10-30,2026-03-29,"GoDaddy.com, LLC",https://godaddy.com,Ghost Golf
globaliris.com,2011-11-02,2024-10-29,2025-11-02,"CSC Corporate Domains, Inc.",https://cscglobal.com,
glutenfreepalate.com,2012-11-30,2024-10-14,2025-11-30,"TUCOWS, INC.",https://tucows.com,Gluten
gmall.com,2000-03-06,2024-03-08,2026-03-06,"GoDaddy.com, LLC",https://godaddy.com,Gmall
gohawaii.com,1997-01-04,2024-12-12,2026-01-03,"GoDaddy.com, LLC",https://godaddy.com,Go Hawaii
goramblers.org,1996-09-12,2021-07-15,2026-09-11,"Network Solutions, LLC",https://web.com,
grab-bat.net,2018-08-22,2024-08-18,2025-08-22,"CSC Corporate Domains, Inc.",https://cscglobal.com,
grails.org,2006-04-12,2024-05-27,2025-04-12,Squarespace Domains II LLC,https://squarespace.com,Grails® Framework
gransy.com,2002-10-21,2023-12-31,2033-10-21,GRANSY S.R.O D/B/A SUBREG.CZ,https://regtons.com,Gransy s.r.o.
gulfair.com,1998-09-30,2024-12-18,2025-09-29,"ENOM, INC.",https://tucows.com,Welcome to nginx!
healthcurrent.org,2016-10-31,2024-10-21,2025-10-31,FastDomain Inc.,https://fastdomain.com,
healthtap.com,2002-01-12,2023-12-05,2031-01-12,"GoDaddy.com, LLC",https://godaddy.com,
helplightning.net,2015-09-01,2024-07-29,2025-09-01,Gandi SAS,https://support.gandi.net,Help Lightning
hemsida.eu,,,,Key-Systems GmbH,,
hi.ru,1998-09-17,,2025-09-30,RU-CENTER-RU,,Hi.ru
hoickpinyons.com,2022-10-24,2024-09-10,2025-10-24,URL SOLUTIONS INC.,https://pananames.com,
hol.es,,,,,,
holcimelevate.com,2022-04-14,2024-04-10,2025-04-14,"CSC Corporate Domains, Inc.",https://cscglobal.com,Holcim Elevate
holyspiritnewfarm.com.au,,2025-03-02,,GoDaddy.com LLC trading as GoDaddy.com,,
hotel-ibisgare-dijon.fr,2013-01-18,2025-02-03,2026-02-02,CSC CORPORATE DOMAINS INC.,https://cscglobal.com,Hôtel Ibis Dijon Gare
houndify.com,2010-11-15,2024-11-22,2025-12-31,"GoDaddy.com, LLC",https://godaddy.com,SoundHound
hpkaas.com,2021-12-03,2024-12-04,2025-12-03,"Amazon Registrar, Inc.",https://support.aws.com,
hr-manager.net,2004-02-03,2025-03-07,2026-02-03,Domeneshop AS dba domainnameshop.com,https://domainnameshop.com,Talentech
hrc-cc.com,2000-02-18,2025-02-19,2026-02-18,"GoDaddy.com, LLC",https://godaddy.com,
hudhomesusa.org,2015-03-11,2025-03-12,2026-03-11,"GoDaddy.com, LLC",https://godaddy.com,
huttig.com,1996-03-28,2023-01-28,2028-03-29,"Network Solutions, LLC",https://web.com,Woodgrain
i-punkt-scholz.de,,,,,,
ibisstylesroznov.cz,2023-05-30,2025-03-10,2025-05-30,REG-IPMIRROR,,
igsonar.com,2014-08-25,2023-06-07,2025-08-25,"RegistrarSEC, LLC",https://registrarsec.com,
in-tendorganiser.co.uk,2004-10-19,2024-10-20,2026-10-19,123-Reg Limited t/a 123-reg [Tag = 123-REG],,
insigit.com,2011-11-11,2024-12-16,2025-11-11,Key-Systems GmbH,https://key-systems.net,
internet-start.net,2010-02-20,2025-02-16,2026-02-20,"Regional Network Information Center, JSC dba RU-CENTER",https://nic.ru,Starting page
invicti.com,2012-11-05,2024-10-05,2025-11-05,Gandi SAS,https://support.gandi.net,Invicti
itopfile.com,2015-12-04,2024-12-03,2025-12-04,PDR Ltd. d/b/a PublicDomainRegistry.com,https://publicdomainregistry.com,
jafolders.com,2013-10-31,2024-10-02,2025-10-31,"TUCOWS, INC.",https://tucows.com,
jcrinc-eproducts.net,2016-09-30,2024-09-30,2025-09-30,In2net Network Inc.,https://in2net.com,Doteasy.com
johnkassnews.com,2021-06-15,2024-02-02,2027-06-15,"GoDaddy.com, LLC",https://godaddy.com,John Kass
joinfire.xyz,2022-07-26,2024-08-06,2025-07-26,"Cloudflare, Inc.",https://cloudflare.com,Kerberus
joinhandshake.co.uk,2018-05-17,2024-09-03,2025-05-17,Squarespace Domains LLC t/a SQUARESPACE DOMAINS [Tag = SQUARESPACE],,Handshake
juicycouture.com,2000-11-20,2024-10-20,2026-11-20,"MarkMonitor, Inc.",https://markmonitor.com,Juicy Couture
kalmbachhobbystore.com,2014-11-03,2024-07-13,2029-11-03,"GoDaddy.com, LLC",https://godaddy.com,Trains.com Store
kandianzixun.com,2023-03-14,2023-04-12,2033-03-14,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),https://service.aliyun.com,热点新闻_看点资讯
kanren.net,1993-02-09,2025-02-11,2026-02-10,"GoDaddy.com, LLC",https://godaddy.com,KanREN
kunlun.com,1997-09-19,2024-07-24,2025-09-18,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),https://service.aliyun.com,昆仑万维集团官方网站
landefeld.de,,2018-11-07,,,,Landefeld
lanternpay.com,2015-05-07,2024-05-03,2025-05-07,"CSC Corporate Domains, Inc.",https://cscglobal.com,LanternPay
lantronix.com,1991-08-25,2024-08-02,2026-08-24,"Network Solutions, LLC",https://web.com,Lantronix
leadinsiteanalytics.com,2015-03-09,2025-02-22,2026-03-09,FastDomain Inc.,https://web.com,
legendaryblocker.com,2022-06-26,2024-06-27,2025-06-26,"GoDaddy.com, LLC",https://godaddy.com,Artificius Web Browser
leonardo247.com,2011-10-07,2022-11-17,2027-10-07,"GoDaddy.com, LLC",https://godaddy.com,Leonardo247
letsway.com,2014-05-07,2024-05-18,2025-05-07,Squarespace Domains II LLC,https://squarespace.com,The all
lexsynergy.net,2005-05-03,2025-03-04,2025-05-03,Lexsynergy Limited,https://lexsynergy.com,
