Unnamed: 0,domain,registration_date,last_updated,expiration_date,registrar_name,registrar_email,registrar_url,Unnamed: 0.1
,stimgmf.fr,2006-09-15,2024-10-31,2025-09-15,ORANGE,cloud.store@orange-business.com,https://orange-business.com,
,stlmugshots.com,2012-12-02,2024-12-02,2025-12-02,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,storeip-mangun.io,2021-07-12,2024-07-06,2025-07-12,NAMECHEAP INC,,,
,strategiqcommerce.com,2012-04-24,2024-04-25,2025-04-24,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,streamtape.net,2020-09-01,2024-08-02,2025-09-01,easyDNS Technologies Inc.,abuse@easydns.com,https://easydns.com,
,strigo.io,2015-08-11,2021-12-23,2025-08-11,NAMECHEAP INC,,,
,stromspa.com,2008-02-21,2025-03-08,2030-02-21,DotAlliance Inc,abuse@dotalliance.com,https://dotalliance.com,
,strongarmstore.com,2009-12-25,2023-12-22,2026-12-25,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,
,stvbnmtz.com,2020-06-22,2024-05-25,2025-06-22,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,stylizimoblog.com,2012-07-10,2025-03-07,2025-07-10,Domeneshop AS dba domainnameshop.com,abuse@domainnameshop.com,https://domainnameshop.com,
,subarumarketing.com,2005-12-14,2024-11-10,2025-12-14,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,subscan.io,2019-06-04,2024-05-10,2025-06-04,NAMECHEAP INC,,,
,subsidyplan.com,2023-08-29,2024-09-29,2025-08-29,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,sugarloaf.com,1994-11-15,2020-10-08,2025-11-14,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,
,sunflowerstatejournal.com,2018-01-07,2023-09-27,2027-01-07,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,superior-builders.com,2014-11-01,2024-11-01,2025-11-01,IONOS SE,abuse@ionos.com,https://ionos.com,
,superiorglove.com,1996-10-10,2023-08-10,2028-10-09,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,superyachtfan.com,2009-09-27,2024-08-27,2025-09-27,DREAMHOST,domain-abuse@dreamhost.com,https://dreamhost.com,
,surfcityusa.com,2001-08-06,2022-09-02,2026-10-16,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,surl.li,,,,,,,
,sustainableviews.com,2020-10-15,2024-10-11,2025-10-15,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,
,switchnap.com,2007-02-23,2023-01-12,2028-02-23,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,syscomllc.com,2002-12-03,2024-08-12,2028-12-03,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,
,t13.cl,,,,,,,
,talontiew.com,2016-03-12,2023-05-19,2025-05-18,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,tav.aero,2002-04-29,2024-09-25,2025-04-29,https://www.101domain.com/,abuse@101domain.com,https://101domain.com,
,taw9eel.com,2006-02-11,2024-08-18,2027-02-11,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,taxsee.ru,2011-01-14,,2026-01-14,REGTIME-RU,,,
,tchspt.com,2015-02-25,2024-02-19,2028-02-25,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,
,tcl-move.com,2017-01-16,2025-03-04,2027-01-16,Xin Net Technology Corporation,supervision@xinnet.com,https://xinnet.com,
,teachmecompliance.com,2023-05-11,2024-04-29,2025-05-11,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,teambition.net,2014-12-02,2022-02-18,2028-12-02,"Alibaba Cloud Computing (Beijing) Co., Ltd.",DomainAbuse@service.aliyun.com,https://service.aliyun.com,
,teaserfast.ru,2018-05-07,,2025-05-07,RU-CENTER-RU,,,
,technicadelarte.com,2004-05-19,2025-01-30,2025-05-19,Key-Systems GmbH,abuse@key-systems.net,https://key-systems.net,
,techpout.com,2019-06-20,2024-07-12,2025-06-20,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,tecnospeed.com.br,2016-07-11,2024-08-30,2026-07-17,,,,
,telcox.net,2007-02-01,2020-12-04,2026-02-01,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,
,teleport.video,2018-07-12,2024-06-20,2027-07-12,"GoDaddy.com, LLC",cctldassistance@godaddy.com,https://godaddy.com,
,teleservicenet.com,2004-09-23,2024-09-24,2025-09-23,Deutsche Telekom AG,sece.leitstellenservice@telekom.de,https://telekom.de,
,telzio.com,2013-07-07,2024-11-13,2029-07-07,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net,
,tennistonic.com,2010-01-15,2019-10-29,2029-01-15,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,
,terracloud.de,,2021-12-02,,,,,
,testerup.com,2022-07-20,2024-07-21,2025-07-20,INWX GmbH,abuse@inwx.com,https://inwx.com,
,texasbarcle.com,1997-02-28,2025-01-20,2026-03-01,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,tfsource.com,2003-06-12,2024-06-12,2026-06-12,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,th.app,2021-07-31,2024-07-18,2025-07-31,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,the18.com,2003-12-28,2024-12-29,2025-12-28,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,thebci.org,1997-08-08,2024-07-13,2025-08-07,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,
,thebestsocial.media,2017-06-23,2025-01-16,2025-06-23,Key-Systems GmbH,abuse@key-systems.net,https://key-systems.net,
,thecalifornian.com,2001-11-20,2024-10-21,2025-11-20,"GoDaddy Corporate Domains, LLC",abuse@gcd.com,https://gcd.com,
,thedietchefs.com,2015-04-11,2024-03-27,2025-04-11,FastDomain Inc.,domain.operations@web.com,https://web.com,
,thefly.com,1997-01-28,2024-08-08,2026-08-12,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,thefoat.com,2006-04-21,2024-03-28,2026-04-21,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,thegracefulbakershop.com,2022-09-28,2024-12-12,2025-09-28,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,
,theguyszone.com,2022-11-14,2025-01-06,2025-11-14,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,thehappystay.vn,,,,,,,
,thehoroscope.co,2014-10-29,2024-11-06,2026-10-28,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,theidealgarden.com,2013-11-22,2023-05-24,2029-11-22,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,
,thenextbigfin.com.br,2018-04-12,2025-02-06,2027-03-16,,,,
,theoldbankliverpool.co.uk,2018-01-09,2025-01-02,2026-01-09,UK2 Limited [Tag = UK2NET],,,
,theorganisedhousewife.com.au,,2024-08-23,,GoDaddy.com LLC trading as GoDaddy.com,,,
,thepaperpeony.com,2004-03-16,2023-03-16,2025-03-16,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,theplaymania.com,2012-02-07,2025-02-08,2026-02-07,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,thepublicgroup.com,2006-02-24,2025-02-25,2026-02-24,"Wild West Domains, LLC",abuse@wildwestdomains.com,https://wildwestdomains.com,
,thesavvysampler.com,2019-11-01,2024-10-02,2025-11-01,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,theterracestore.com,2017-04-08,2024-03-27,2025-04-08,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,
,thetoroco.com,2003-04-10,2024-03-22,2025-04-10,Key-Systems GmbH,abuse@key-systems.net,https://key-systems.net,
,thewealthadvisor.com,2011-02-02,2022-09-21,2031-02-02,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,thexradio.com,1998-12-28,2023-07-20,2026-12-28,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,theyarethefuture.co.uk,2018-08-05,2023-06-08,2028-08-05,PDR Ltd. d/b/a PublicDomainRegistry.com [Tag = PDR-IN],,,
,thinkdefence.co.uk,2007-11-29,2024-11-30,2025-11-29,123-Reg Limited t/a 123-reg [Tag = 123-REG],,,
,three.com.au,,2024-09-05,,Corporation Service Company (Aust) Pty Ltd,,,
,thrio.io,2019-07-18,2024-08-12,2025-07-18,"GoDaddy.com, LLC",,,
,thsg.com,1998-08-29,2023-08-28,2032-08-28,"Wild West Domains, LLC",abuse@wildwestdomains.com,https://wildwestdomains.com,
,thunderapp.eu,,,,,,,
,tiaozhuan666.vip,,,,,,,
,ticketapt.com,2020-04-07,2025-03-07,2026-04-07,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net,
,tigerbookstore.com,1998-01-15,2024-11-15,2026-01-14,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,tigo.com.ni,,,,,,,
,tiktok-us.net,2021-08-11,2024-07-11,2025-08-11,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net,
,tilde.com,1996-06-01,2022-12-30,2026-05-31,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,tipli.cz,2016-08-08,2024-12-11,2025-08-08,REG-ACTIVE24,,,
,tithely.com,2016-03-07,2025-01-31,2026-03-07,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,todotorrents.com,2004-06-04,2024-05-31,2025-06-04,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,token.io,2014-11-19,2024-10-25,2025-11-19,NAMECHEAP INC,,,
,tokoladang.co.id,2018-01-17,2024-12-24,2027-01-17,PT Digital Registra Indonesia,,,
,tomwoodford.com,1998-02-26,2020-12-27,2026-02-25,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,topdesat.sk,2015-08-14,2024-07-15,2025-08-14,"Platon Technologies, s.r.o.",registry@platon.sk,https://platon.sk,
,topsexviet.com,2023-06-01,2024-05-13,2025-06-01,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,touchdowntravels.net,2003-07-18,2024-07-12,2025-07-18,"Name.com, Inc.",abuse@name.com,https://name.com,
,tpcdm.com,2009-02-16,2025-01-23,2033-02-16,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,tpgi.com.au,,2023-08-17,,Corporation Service Company (Aust) Pty Ltd,,,
,tpwin.cc,2025-02-18,2025-02-18,2026-02-18,Gname.com Pte. Ltd.,complaint@gname.com,https://gname.com,
,tradeareasystems.net,2007-07-05,2024-07-06,2025-07-05,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,transitschedules.net,2022-05-11,2024-02-11,2025-05-11,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,translit.net,2003-12-18,2025-01-21,2028-12-18,Key-Systems GmbH,abuse@key-systems.net,https://key-systems.net,
,tratu.vn,,,,,,,
,travelline.ru,2004-06-07,,2025-06-07,RU-CENTER-RU,,,
,travelsafelyapp.com,2017-01-13,2024-12-14,2026-01-13,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,trekandtraveller.com,2022-04-25,2024-04-26,2025-04-25,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,trendsend.com,2011-04-02,2024-04-03,2025-04-02,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,trexfurniture.com,2009-11-05,2024-11-06,2025-11-05,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,trimbleweld.com,2018-10-18,2024-10-14,2025-10-18,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,
,triphobo.com,2014-04-25,2022-09-16,2025-04-25,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,tripindicator.com,2013-12-29,2022-09-15,2031-12-29,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,trovit.pt,,,,,,,
,trueconf.com,2010-07-01,2024-02-21,2025-07-01,"Regional Network Information Center, JSC dba RU-CENTER",tld-abuse@nic.ru,https://nic.ru,
,trycultivate.com,2017-11-20,2024-10-21,2025-11-20,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,trygalaxy.com,2020-06-23,2023-06-23,2028-06-23,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,tsx.com,1996-12-07,2025-01-17,2025-12-06,WEBNAMES.CA INC,abuse@webnames.ca,https://webnames.ca,
,ttjyemg.ru,,,,,,,
,tuchong.com,2008-02-26,2024-10-16,2026-02-26,Xin Net Technology Corporation,supervision@xinnet.com,https://xinnet.com,
,twog.fr,2013-03-27,2024-07-29,2025-09-19,OVH,support@ovh.net,https://ovh.net,
,txxx.tv,2023-03-01,2025-02-24,2027-03-01,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,ubemachinery.co.jp,,,,,,,
,ucmetrixc.info,2021-07-11,2024-08-25,2025-07-11,PDR Ltd. d/b/a PublicDomainRegistry.com,abuse@publicdomainregistry.com,https://publicdomainregistry.com,
,uddermint.com,2000-11-07,2024-10-23,2025-11-07,"Register.com, Inc.",domain.operations@web.com,https://web.com,
,uditracker.biz,2015-08-18,2024-04-15,2025-08-17,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,ufatour.com,2024-11-06,2024-11-23,2025-11-06,"Cosmotown, Inc.",domain@cosmotown.com,https://cosmotown.com,
,uhs-hardware.com,2016-03-24,2024-04-01,2025-04-01,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,ultimatedb.net,2007-11-06,2024-11-07,2025-11-06,IONOS SE,abuse@ionos.com,https://ionos.com,
,upfastfile.com,2022-10-31,2024-10-05,2025-10-31,PDR Ltd. d/b/a PublicDomainRegistry.com,abuse-contact@publicdomainregistry.com,https://publicdomainregistry.com,
,upfronthealthcare.com,2015-08-12,2024-06-12,2025-08-12,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,usagrantapplications.org,2008-11-14,2024-12-29,2025-11-14,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,usalearns.org,2007-08-21,2021-07-13,2026-08-21,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,usermd.net,2014-09-02,2024-09-03,2025-09-02,"OVH, SAS",abuse@ovh.net,https://ovh.net,
,usesignhouse.com,2022-06-18,2022-10-20,2028-06-18,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,uteefaud.top,2023-10-17,2025-01-23,2025-10-17,URL Solutions Inc.,abuse@pananames.com,https://pananames.com,
,uvzotb.com,2023-11-06,2024-11-06,2025-11-06,Danesco Trading Ltd.,abuse@danesconames.com,https://danesconames.com,
,uzerly.net,2017-01-03,2025-01-04,2026-01-03,IONOS SE,abuse@ionos.com,https://ionos.com,
,vacumtest.com,2023-04-04,2024-03-27,2025-04-04,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,vashkontrol.ru,2012-02-16,,2026-02-16,RU-CENTER-RU,,,
,vasstav.cz,2000-08-10,2024-12-11,2025-08-10,REG-ACTIVE24,,,
,vaudeyney.net,,,,,,,
,veeva.io,2016-10-27,2024-10-21,2025-10-27,"CSC Corporate Domains, Inc.",,,
,vegoutmag.com,2019-05-28,2024-05-29,2025-05-28,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,velomotion.de,,2024-05-27,,,,,
,verihub.com,2004-11-12,2024-08-02,2025-11-12,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,
,verizonsmallbusinessessentials.com,2021-09-22,2025-01-31,2025-09-22,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,
,veronese.ua,,,,,,,
,vetcoapp.com,2019-07-12,2024-07-08,2025-07-12,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,
,viafirma.com,2008-02-21,2024-12-17,2026-02-21,"DNC Holdings, Inc",abuse@directnic.com,https://directnic.com,
,viberg.com,1998-03-19,2022-09-09,2025-03-18,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,vibrantstrand.com,2021-01-15,2025-01-15,2026-01-15,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,videoexchanger.com,2017-09-06,2025-01-18,2025-09-06,Key-Systems GmbH,abuse@key-systems.net,https://key-systems.net,
,vidmoxy.com,2022-03-04,2025-01-22,2026-03-04,"NameCheap, Inc.",abuse@namecheap.com,https://namecheap.com,
,viglobal.com,2000-03-21,2023-01-15,2028-09-02,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,vircom.com,1994-04-06,2022-02-06,2027-04-07,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,com.kz,,,,KAZNIC,info@nic.kz,https://nic.kz,
,vmate.in,2022-09-05,2024-09-01,2025-09-05,Dynadot LLC,,,
,vodafone.com.gh,2008-06-13,2021-07-01,2025-06-14,Ghana Dot Com,,,
,volnorez.com,2010-12-18,2024-12-19,2025-12-18,"Regional Network Information Center, JSC dba RU-CENTER",tld-abuse@nic.ru,https://nic.ru,
,vornado.com,1996-03-14,2025-02-17,2027-03-15,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,votebestnwa.com,2018-10-18,2024-10-19,2025-10-18,IONOS SE,abuse@ionos.com,https://ionos.com,
,vscodium.com,2019-03-30,2024-03-31,2025-03-30,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,vw-events.com,2017-08-16,2024-08-17,2025-08-16,1API GmbH,abuse@1api.net,https://1api.net,
,vz-core.net,,,,,,,
,wap.vn,,,,,,,
,warungjav.co,2024-09-12,2024-09-17,2025-09-12,BigRock Solutions Ltd.,abuse-contact@publicdomainregistry.com,https://publicdomainregistry.com,
,washingtongas.com,1996-11-01,2024-04-12,2025-10-31,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,wcpsolutions.com,2010-07-07,2025-01-11,2027-07-07,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,webadmin.com.au,,2024-12-10,,DROP.com.au Pty Ltd,,,
,webchatco.com,2017-03-31,2024-04-06,2025-03-31,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,webpanda-solutions.com,2018-08-28,2024-08-29,2026-08-28,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,webwiki.de,,2016-01-28,,,,,
,wedl.com,1997-12-08,2024-05-23,2032-12-07,Key-Systems GmbH,abuse@key-systems.net,https://key-systems.net,
,wedovaccines.com,2020-07-25,2024-08-02,2026-07-25,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,
,welleco.com.au,,2024-06-01,,GoDaddy.com LLC trading as GoDaddy.com,,,
,wellnesspetfood.com,2000-11-08,2024-09-09,2025-11-08,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,whisperingcascade.com,2023-08-16,2025-02-06,2025-08-16,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,whisperingswanpsychotherapy.co.uk,2021-04-12,2024-07-31,2025-04-12,"GoDaddy.com, LLC. [Tag = GODADDY]",,,
,whserv.de,,2020-05-08,,,,,
,whyips.com,2017-02-07,2024-01-08,2026-02-07,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,
,witel.it,2004-09-14,2024-09-30,2025-09-14,Register S.p.a.,,,
,wittenbergtigers.com,2012-01-12,2025-01-13,2026-01-12,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,wizardtm.com,2009-07-30,2022-06-10,2027-07-30,PDR Ltd. d/b/a PublicDomainRegistry.com,abuse-contact@publicdomainregistry.com,https://publicdomainregistry.com,
,woodwardenglish.com,2011-05-15,2022-09-09,2026-05-15,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,wooxstore.com,2019-02-07,2025-01-25,2026-02-07,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,
,worldpoliticsreview.com,2007-01-25,2024-11-26,2028-01-25,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,worldpostalcode.com,2016-04-01,2025-02-01,2026-04-01,Registrar of Domain Names REG.RU LLC,abuse@reg.ru,https://reg.ru,
,worldwidedns.net,2000-10-11,2024-09-12,2025-10-11,"eNom, LLC",domainabuse@tucows.com,https://tucows.com,
,wrightsoft.com,1994-12-29,2024-12-29,2025-12-28,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,wvhorizon.org,2011-07-11,2023-05-06,2025-07-11,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,
,wvm.edu,2002-01-09,,2027-07-31,,,,
,wwtatc.com,2011-02-01,2020-12-04,2026-02-01,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,yado-sagashi.net,2020-07-20,2024-06-15,2025-07-20,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,yeiygax.icu,,,,,,,
,yoganatomy.com,2002-09-14,2022-04-13,2025-09-14,PDR Ltd. d/b/a PublicDomainRegistry.com,abuse-contact@publicdomainregistry.com,https://publicdomainregistry.com,
,zumapress.com,1996-05-14,2024-05-23,2025-06-24,DREAMHOST,domain-abuse@dreamhost.com,https://dreamhost.com,
,wyofile.com,2007-12-02,2024-12-03,2026-12-02,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,wyxr.org,2020-01-24,2025-01-14,2026-01-24,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,
,xboxunity.net,2014-07-01,2024-07-02,2025-07-01,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,xiaominet.com,2014-07-12,2024-06-12,2025-07-12,"Alibaba Cloud Computing (Beijing) Co., Ltd.",DomainAbuse@service.aliyun.com,https://service.aliyun.com,
,xpand-it.com,2003-03-13,2025-02-11,2026-03-13,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,xservers.ro,2008-02-15,,2027-12-06,CYBER_FOLKS S.R.L.,,,
,xszj.org,2022-05-07,2023-09-28,2031-05-07,"Namesilo, LLC",abuse@namesilo.com,https://namesilo.com,
,xtapes.to,,,,,,,
,xyadsbj.ws,,,,,,,
,xylink.com,2005-11-20,2024-09-26,2026-11-20,"Alibaba Cloud Computing (Beijing) Co., Ltd.",DomainAbuse@service.aliyun.com,https://service.aliyun.com,
,yachtall.com,2008-01-31,2025-02-05,2026-01-31,InterNetX GmbH,domain-abuse@internetx.com,https://internetx.com,
,yiwanzhushou.com,2015-01-19,2024-10-12,2026-01-19,"eName Technology Co.,Ltd.",abuse@ename.com,https://ename.com,
,ymlpsvr.com,2014-10-10,2022-08-15,2026-10-10,Hosting Concepts B.V. d/b/a Registrar.eu,abuse@registrar.eu,https://registrar.eu,
,yoreparo.com,2002-04-30,2024-05-04,2026-04-30,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,yorkpa.org,1996-06-26,2024-07-04,2025-06-25,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,youporner.cc,2023-05-03,2025-03-08,2025-05-03,Danesco Trading Ltd.,abuse@danesconames.com,https://danesconames.com,
,youramys.com,2006-11-13,2024-09-16,2025-11-13,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,yoxnet.com.cn,2015-03-30,,2028-03-30,阿里云计算有限公司（万网）,shilin@yoxnet.com,https://yoxnet.com,
,yucatan.com.mx,1995-06-30,2023-11-17,2032-06-29,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,,
,yy845.com,2014-06-17,2024-06-12,2025-06-17,"Alibaba Cloud Computing (Beijing) Co., Ltd.",DomainAbuse@service.aliyun.com,https://service.aliyun.com,
,zdravezpravy.cz,2018-09-20,2025-03-03,2025-09-20,REG-WEBGLOBE,,,
,zendate.com,2015-04-27,2022-03-30,2027-04-27,"Name.com, Inc.",abuse@name.com,https://name.com,
,zeniusnet.com,2009-10-22,2023-10-19,2025-10-22,PDR Ltd. d/b/a PublicDomainRegistry.com,abuse-contact@publicdomainregistry.com,https://publicdomainregistry.com,
,zenvia.io,2017-02-01,2025-01-21,2032-02-01,"GoDaddy.com, LLC",,,
,zhong.team,2022-03-11,2024-09-05,2026-03-11,"GoDaddy.com, LLC",cctldassistance@godaddy.com,https://godaddy.com,
,zimmerli.com,1996-08-24,2024-08-25,2034-08-23,"Domain.com, LLC",compliance@domain-inc.net,https://domain-inc.net,
,zitcom.dk,2001-12-07,,2027-12-31,,,,
,zota.us,2019-04-04,2025-01-30,2026-04-04,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,
